12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 
12, 12, 12, 12, 12, 12, 12,  0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 12, 12, 12, 12,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 12, 12, 
12, 12, 12, 12, 12, 12,  0,  6,  0, 12, 12, 12, 12, 12, 12, 12, 12,  0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11,  0, 12, 12,  0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11,  0, 12, 12, 12,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 12, 12, 12,  0,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 12, 12, 12,  0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11,  0, 12, 
12, 12, 12, 12, 12, 12,  0,  6,  0, 12, 12, 12, 12, 12, 12, 12,  0, 11,  0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11,  0,  1, 12,  0, 11,  0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11,  0, 11,  0, 12,  1, 12,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 12,  1, 12,  0, 11,  0,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 12,  1, 12,  0, 11,  0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11,  0,  1, 12, 
12, 12, 12, 12, 12,  0,  6,  6,  6,  0, 12, 12, 12, 12, 12, 12,  0, 11, 11,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1, 12,  0, 11, 11,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 11, 11,  0, 12,  1,  1, 12, 12, 12, 12,  0, 12, 12, 12, 12, 12,  1,  1, 12,  0, 11, 11,  0, 12, 12, 12, 12, 12, 12, 12,  0, 12,  1,  1, 12,  0, 11, 11,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1, 12, 
12, 12, 12, 12, 12,  0,  6,  6,  6,  0, 12, 12, 12, 12, 12, 12,  0, 11, 11,  0,  1, 12, 12,  1, 12, 12, 12,  1, 12,  1,  1, 12,  0, 11, 11,  0,  1, 12, 12,  1, 12, 12, 12,  1,  0, 11, 11,  0, 12,  1,  1, 12,  1, 12,  0, 11,  0, 12, 12,  1, 12,  1,  1, 12,  0, 11, 11,  0,  1, 12, 12,  1, 12, 12,  0, 11,  0,  1,  1, 12,  0, 11, 11,  0,  1, 12, 12,  1, 12, 12, 12,  1, 12,  1,  1, 12, 
12, 12, 12,  0,  0,  0,  6, 10,  6,  0,  0,  0, 12, 12, 12, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  1,  1, 12,  1,  1, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  1,  1,  0, 11, 11,  0, 12,  1,  1, 12,  1,  1,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1,  0, 11, 11,  0,  1,  1, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  1,  1, 12,  1,  1, 12, 
12, 12,  0, 10, 10, 10,  2, 10,  2, 10, 10, 10,  0, 12, 12, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  1,  1, 12,  1,  1, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  1,  1,  0, 11, 11,  0, 12,  1,  1, 12,  1,  1,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1,  0, 11, 11,  0,  1,  1, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  1,  1, 12,  1,  1, 12, 
12,  0, 10, 10, 10, 10, 10,  2, 10, 10, 10, 10, 10,  0, 12, 12,  0, 11, 11,  0, 12,  1, 12,  1,  1, 12,  1, 12, 12,  1,  1, 12,  0, 11, 11,  0, 12,  1, 12,  1,  1, 12,  1, 12,  0, 11, 11,  0, 12,  1,  1, 12, 12,  1,  0, 11, 11,  0,  1, 12, 12,  1,  1, 12,  0, 11, 11,  0, 12,  1, 12,  1,  1,  0, 11,  0, 12,  1,  1, 12,  0, 11, 11,  0, 12,  1, 12,  1,  1, 12,  1, 12, 12,  1,  1, 12, 
